icao,manufacturer,model,registration,engine_type,num_engines,latitude,longitude,capture_date,capture_time,year,month,day,near_airport
C208,Cessna,208B,N101CG,Turboprop,1,34.283968,-118.522405,2025-05-14,07:17:44,2025,5,14,KVNY
C182,Cessna,TR182,N10CR,Piston,1,36.117331,-115.205949,2025-05-14,07:53:37,2025,5,14,KLAS
PA18,Piper,PA-18,N1065A,Piston,1,41.174445,-73.81736,2025-05-14,13:23:02,2025,5,14,KHPN
C172,Cessna,R172K,N1004V,Piston,1,41.094246,-73.816353,2025-05-15,07:35:59,2025,5,15,KHPN
C150,Cessna,150L,N11935,Piston,1,33.842258,-118.416083,2025-05-15,10:41:13,2025,5,15,KLAX
R44,Robinson Helicopter,R44,N1019V,Piston,1,32.741554,-117.265311,2025-05-15,14:25:10,2025,5,15,KSAN
S22T,Cirrus Design Corp,SR22,N110WF,Piston,1,30.111818,-95.38912,2025-05-15,16:11:06,2025,5,15,KIAH
M20P,Mooney,M20R,N111WS,Piston,1,33.926113,-84.406169,2025-05-15,17:02:03,2025,5,15,KPDK
F900,Dassault,FALCON 900 EX,N117KG,Turbofan,3,42.414344,-71.074541,2025-05-15,18:31:47,2025,5,15,KBOS
PTS1,Pitts Special,S-1,N1114R,Piston,1,42.297916,-83.453853,2025-05-15,18:41:39,2025,5,15,KDTW
PA18,Piper,PA-18,N1185A,Piston,1,33.496092,-111.855319,2025-05-15,19:12:14,2025,5,15,KSDL
B58T,Beech,58,N111AW,Piston,2,35.962078,-115.286115,2025-05-15,20:55:52,2025,5,15,KLAS
C510,Rasmussen-Bushby,MIDGET MUSTANG,N101BV,Piston,1,33.800552,-84.296993,2025-05-15,21:20:57,2025,5,15,KPDK
M20P,Mooney,M20R,N121RP,Piston,1,33.066694,-96.726018,2025-05-15,21:41:59,2025,5,15,KADS
C208,Cessna,208,N1213S,Turboprop,1,29.869853,-95.237171,2025-05-16,09:34:50,2025,5,16,KIAH
B58T,Beech,58,N1075X,Piston,2,40.638051,-73.492073,2025-05-17,07:48:27,2025,5,17,KFRG
B58T,Beech,58,N119TW,Piston,2,47.396583,-122.180682,2025-05-17,07:49:11,2025,5,17,KSEA
FALC,Anduril Industries Inc,FALCON,N107AA,Rocket,1,40.671081,-73.678423,2025-05-17,08:53:34,2025,5,17,KJFK
C150,Cessna,150L,N10077,Piston,1,39.523062,-104.898707,2025-05-17,09:04:05,2025,5,17,KAPA
F2TH,Powrachute Corp,PC 2000,N113DC,Rocket,1,42.369282,-71.026281,2025-05-17,10:42:29,2025,5,17,KBOS
BE55,Beech,95-A55,N11AC,Piston,2,33.658698,-112.047764,2025-05-17,21:02:59,2025,5,17,KSDL
C82S,Cessna,182,N100MM,Piston,1,33.888332,-118.266158,2025-05-17,21:34:44,2025,5,17,KLAX
E135,Embraer-Empresa Brasileira De,ERJ 170-200 LR,N111HQ,Turbofan,2,44.805633,-93.29797,2025-05-18,07:57:26,2025,5,18,KMSP
BE55,Beech,B-55,N119D,Piston,2,33.031252,-97.043797,2025-05-18,09:20:03,2025,5,18,KDFW
AT3T,Air Tractor Inc,AT-402,N1012B,Turboprop,1,37.552956,-122.424047,2025-05-18,09:49:06,2025,5,18,KSFO
FA20,Dassault,FALCON 2000EX,N101PV,Turbofan,2,40.922048,-73.624547,2025-05-18,10:56:54,2025,5,18,KHPN
M20P,Mooney,M20J,N110MP,Piston,1,43.954538,-88.688958,2025-05-18,12:48:08,2025,5,18,KOSH
PA24,Piper,PA-24-250,N11151,Piston,1,32.791813,-97.001695,2025-05-18,13:26:58,2025,5,18,KDFW
BE35,Beech,G35,N108B,Piston,1,42.054251,-87.931837,2025-05-18,15:42:40,2025,5,18,KORD
GLAS,Olds Rodger C,GLASAIR III,N105RC,Piston,1,33.817591,-84.175372,2025-05-18,17:04:56,2025,5,18,KPDK
CH65,Ferris Gregory M,ZODIAC 601 HD,N1095J,Piston,1,32.783568,-96.933679,2025-05-19,08:43:39,2025,5,19,KDFW
GLF5,Gulfstream Aerospace Corp,GVII-G600,N108DB,Turbofan,2,40.549711,-74.246862,2025-05-19,12:16:57,2025,5,19,KEWR
RV10,Thomas M Mcguinness,RV-10,N119KT,Piston,1,40.673931,-74.317445,2025-05-19,12:43:17,2025,5,19,KEWR
C177,Cessna,177B,N11429,Piston,1,41.008184,-73.778161,2025-05-19,13:31:34,2025,5,19,KHPN
C172,Cessna,172S,N1201E,Piston,1,42.008745,-87.759516,2025-05-19,15:16:37,2025,5,19,KORD
RV4,Canaday Albert W,RV-4,N109AC,Piston,1,33.839834,-84.212098,2025-05-19,19:48:55,2025,5,19,KPDK
C180,Cessna,180,N108EE,Piston,1,44.116128,-88.527518,2025-05-19,19:51:45,2025,5,19,KOSH
SPOR,Denison,SPEZIO SPORT DAL-1,N106JD,Piston,1,33.512741,-111.94145,2025-05-20,14:10:12,2025,5,20,KSDL
B206,Bell,206B,N101DG,Turboshaft,1,39.555804,-104.808831,2025-05-20,20:22:29,2025,5,20,KAPA
C150,Cessna,150L,N10844,Piston,1,29.845417,-95.218552,2025-05-21,09:07:56,2025,5,21,KIAH
C172,Cessna,172N,N119DC,Piston,1,34.172618,-118.582284,2025-05-21,10:23:14,2025,5,21,KVNY
PC12,Pilatus,PC-12/45,N101JE,Turboprop,1,37.654464,-122.375343,2025-05-22,12:40:30,2025,5,22,KSFO
R44,Robinson Helicopter Company,R44 II,N112JJ,Piston,1,40.682154,-111.937566,2025-05-22,22:27:01,2025,5,22,KSLC
C182,Cessna,R182,N118SG,Piston,1,33.741002,-84.357637,2025-05-23,09:47:47,2025,5,23,KPDK
RV10,Van Thomme Brendon S,RV-10,N112JV,Piston,1,44.764531,-93.139672,2025-05-23,10:31:01,2025,5,23,KMSP
C182,Cessna,182L,N101RG,Piston,1,47.47343,-122.388885,2025-05-23,16:36:16,2025,5,23,KSEA
C182,Cessna,TR182,N10G,Piston,1,40.968642,-73.977201,2025-05-24,07:31:05,2025,5,24,KTEB
BOLT,Bowen Dudley H Jr,SKYBOLT A E,N101DB,Piston,1,44.795783,-93.343018,2025-05-24,16:31:51,2025,5,24,KMSP
SR22,Cirrus Design Corp,SR22T,N114DB,Piston,1,42.308847,-83.498041,2025-05-24,16:58:29,2025,5,24,KDTW
C206,Cessna,U206G,N120JH,Turboshaft,1,26.003102,-80.163085,2025-05-24,17:31:05,2025,5,24,KFLL
VELO,Ken Mishler,VELOCITY V-TWIN,N114AC,Piston,2,25.801887,-80.184914,2025-05-24,21:37:02,2025,5,24,KMIA
HROC,Sei Vincent Joseph,F-1D ROCKET,N115VS,Piston,1,25.742439,-80.191275,2025-05-24,22:01:46,2025,5,24,KMIA
SREY,Progressive Aerodyne Inc,SEAREY LSA,N11HX,Piston,1,44.844945,-93.223917,2025-05-25,06:58:43,2025,5,25,KMSP
C150,Cessna,150L,N103DC,Piston,1,34.140222,-118.431458,2025-05-25,10:08:50,2025,5,25,KVNY
F4,Luscombe Airplane Corp.,PHANTOM 1,N1025,Piston,1,25.941181,-80.05393,2025-05-25,10:34:15,2025,5,25,KFLL
M20P,Mooney,M20J,N11201,Piston,1,42.395485,-70.94303,2025-05-25,19:17:10,2025,5,25,KBOS
CH20,Quality Sport Planes,ZENITH CH 750 STOL,N120TL,2-Cycle,1,28.378207,-81.394939,2025-05-25,22:34:23,2025,5,25,KMCO
C150,Cessna,150L,N11876,Piston,1,30.09334,-95.367386,2025-05-26,15:42:25,2025,5,26,KIAH
C182,Cessna,TR182,N111FF,Piston,1,47.555394,-122.220189,2025-05-26,20:32:33,2025,5,26,KSEA
C150,Cessna,150L,N11308,Piston,1,28.508968,-81.21521,2025-05-26,21:39:20,2025,5,26,KMCO
C172,Cessna,172G,N1158F,Piston,1,32.832638,-117.339581,2025-05-27,07:43:53,2025,5,27,KSAN
B206,Bell,206-L4,N108W,Turboshaft,1,33.559152,-112.025234,2025-05-27,08:44:36,2025,5,27,KPHX
C182,Cessna,T182T,N114TL,Turboprop,1,25.785189,-80.265733,2025-05-27,09:02:09,2025,5,27,KMIA
YALE,Ryan,NAVION A,N107S,Piston,1,28.303175,-81.427544,2025-05-27,21:27:28,2025,5,27,KMCO
BE35,Beech,V35,N11HT,Piston,1,25.904999,-80.290856,2025-05-27,22:32:28,2025,5,27,KMIA
CL30,Thompson David,CHALLENGER II SPEC,N10232,Piston,1,32.91234,-96.798398,2025-05-28,13:41:43,2025,5,28,KADS
C150,Cessna,150L,N10793,Piston,1,39.722299,-104.746521,2025-05-28,14:35:50,2025,5,28,KDEN
AAT4,Cessna,560,N114KN,Turbofan,2,34.179096,-118.407409,2025-05-28,14:57:55,2025,5,28,KVNY
M4,Maule,M-4,N12011,Piston,1,33.737238,-84.228563,2025-05-28,16:41:10,2025,5,28,KPDK
LGEZ,Emons James E,LONG-EZ,N11ZE,Piston,1,25.838214,-80.23141,2025-05-29,08:24:23,2025,5,29,KMIA
KE3,Powrachute Corp,PEGASUS,N117LB,2-Cycle,1,43.903555,-88.44725,2025-05-29,12:52:49,2025,5,29,KOSH
BE35,Beech,V35B,N1110W,Piston,1,33.030168,-96.946695,2025-05-29,13:30:45,2025,5,29,KDFW
C182,Cessna,TR182,N103AS,Piston,1,42.246988,-83.46882,2025-05-29,14:30:25,2025,5,29,KDTW
C172,Cessna,172M,N100CG,2-Cycle,1,28.416964,-81.216911,2025-05-29,18:20:20,2025,5,29,KMCO
BE50,Dehavilland,DHC-6 TWIN OTTER,N121PM,Turboprop,2,33.749353,-111.862492,2025-05-29,22:20:58,2025,5,29,KSDL
PA23,Piper,PA-23-150,N10RK,Piston,2,32.990338,-96.837824,2025-05-30,09:39:05,2025,5,30,KADS
C310,Cessna,T310R,N107TT,Piston,2,32.856914,-97.121095,2025-05-30,11:19:50,2025,5,30,KDFW
C182,Cessna,182T,N1174C,Piston,1,39.901224,-104.716308,2025-05-30,11:48:18,2025,5,30,KDEN
GLF5,Gulfstream Aerospace Corp,GVIII-G700,N103GA,Turbofan,2,42.188748,-87.873861,2025-05-30,16:12:34,2025,5,30,KPWK
C206,Cessna,206H,N1155P,Piston,1,44.803587,-93.14981,2025-05-30,16:15:26,2025,5,30,KMSP
E2,Piper,E-2,N10547,Piston,1,41.909137,-87.952129,2025-05-30,17:54:56,2025,5,30,KORD
SR20,Cirrus Design Corp,SR20,N106LU,Piston,1,41.959302,-87.774791,2025-05-30,19:42:25,2025,5,30,KORD
BE55,Beech,E-55,N117KA,Piston,2,40.754028,-74.111364,2025-05-31,08:51:19,2025,5,31,KEWR
B407,Bell,407,N10LE,Turboshaft,1,41.900939,-87.88833,2025-05-31,22:55:13,2025,5,31,KORD
PA18,Piper,PA-18-150,N116NJ,Piston,1,30.112693,-95.306004,2025-06-01,12:12:40,2025,6,1,KIAH
C182,Cessna,T182T,N106BS,Turboprop,1,41.832967,-87.80014,2025-06-01,16:27:17,2025,6,1,KORD
PA32,Piper,PA-32-301,N106MR,Piston,1,28.315266,-81.34596,2025-06-01,18:36:56,2025,6,1,KMCO
M20P,Mooney,M20A,N1077C,Piston,1,28.349085,-81.224379,2025-06-01,18:51:45,2025,6,1,KMCO
C172,Cessna,172K,N1179M,2-Cycle,1,33.500327,-84.319272,2025-06-01,19:35:00,2025,6,1,KATL
C150,Cessna,150L,N11786,Piston,1,32.772436,-117.296586,2025-06-02,09:50:04,2025,6,2,KSAN
PC7,Pilatus,PC-7,N101PC,Turboprop,1,34.007211,-118.287445,2025-06-02,10:19:38,2025,6,2,KLAX
SW3,Hudson David,MERLIN,N117DH,Piston,1,32.787857,-97.063992,2025-06-02,14:53:35,2025,6,2,KDFW
LJ35,Learjet Inc,35A,N111KR,Turbofan,2,39.733196,-104.685511,2025-06-02,16:52:43,2025,6,2,KDEN
C182,Cessna,182T,N1134D,Piston,1,32.606695,-117.116544,2025-06-02,22:11:27,2025,6,2,KSAN
PA28,Piper,PA-28R-201,N11CW,Piston,1,43.896929,-88.641378,2025-06-03,06:30:21,2025,6,3,KOSH
B206,Bell,206B,N105JD,Turboshaft,1,35.956663,-115.101087,2025-06-03,07:44:23,2025,6,3,KLAS
C150,Cessna,150L,N10645,Piston,1,47.488037,-122.45331,2025-06-03,15:36:57,2025,6,3,KSEA
E135,Cessna,195,N1096D,Piston,1,32.972521,-96.968169,2025-06-04,19:57:47,2025,6,4,KADS
GLAS,Dittus/Katsaris,GLASAIR FT,N11DK,Piston,1,44.01668,-88.667014,2025-06-04,21:10:40,2025,6,4,KOSH
GLF5,Gulfstream Aerospace Corp,GVII-G500,N117NE,Turbofan,2,40.672918,-74.199975,2025-06-05,09:48:31,2025,6,5,KEWR
C182,Cessna,182P,N1007T,Piston,1,34.010844,-84.444639,2025-06-05,14:12:32,2025,6,5,KPDK
LJ45,Learjet Inc,45,N116PJ,Turbofan,2,33.541673,-111.981818,2025-06-05,18:40:41,2025,6,5,KPHX
M20P,Mooney,M20J,N11495,Piston,1,47.42028,-122.176431,2025-06-06,10:03:05,2025,6,6,KSEA
PA18,Piper,PA-18-125,N1104A,Piston,1,47.302089,-122.176551,2025-06-06,14:21:14,2025,6,6,KSEA
C182,Cessna,T182T,N10262,Turboprop,1,42.342479,-71.009952,2025-06-06,17:31:23,2025,6,6,KBOS
PA31,Piper,PA-31-350,N102WH,Piston,2,41.078961,-73.561989,2025-06-07,07:19:42,2025,6,7,KHPN
R44,Robinson Helicopter,R44,N101TV,Piston,1,40.940128,-73.718762,2025-06-07,16:45:10,2025,6,7,KHPN
M20P,Mooney,M20J,N1149X,Piston,1,40.87237,-73.296413,2025-06-07,18:38:49,2025,6,7,KFRG
VTRA,Sam B Kite Jr,RANS S-19,N119BW,Piston,1,28.306277,-81.45405,2025-06-07,19:18:50,2025,6,7,KMCO
VENT,Schempp-Hirth,VENTUS 2CM,N118EE,Piston,0,42.319312,-83.437468,2025-06-07,21:33:41,2025,6,7,KDTW
C150,Cessna,150L,N11952,Piston,1,40.601777,-73.337901,2025-06-07,22:44:49,2025,6,7,KFRG
C150,Cessna,150L,N10955,Piston,1,42.369334,-70.935417,2025-06-08,08:50:24,2025,6,8,KBOS
PL2,Baker Timothy C,PAZMANY PL-2,N110BT,Piston,1,40.618884,-73.289294,2025-06-08,11:12:36,2025,6,8,KFRG
WW24,Israel Aircraft Industries,1125 WESTWIND ASTRA,N112EM,Turbofan,2,44.025144,-88.601677,2025-06-08,20:10:16,2025,6,8,KOSH
AAT4,Cessna,560,N102WY,Turbofan,2,40.571673,-73.678189,2025-06-09,11:50:41,2025,6,9,KJFK
A210,Cameron Balloons Us,A-210,N119FK,None,0,32.778901,-97.172015,2025-06-09,22:04:35,2025,6,9,KDFW
M20P,Mooney,M20J,N10725,Piston,1,32.682858,-117.238933,2025-06-10,07:33:03,2025,6,10,KSAN
PA18,Piper,PA-18,N1089A,Piston,1,40.942828,-73.599575,2025-06-10,11:45:27,2025,6,10,KHPN
BIPL,Barney Robert H,EAA BIPLANE P-1,N119PB,Piston,1,33.694176,-111.930934,2025-06-10,14:05:13,2025,6,10,KSDL
C175,Cessna,175,N11V,Piston,1,42.402546,-71.129694,2025-06-10,16:24:07,2025,6,10,KBOS
C172,Cessna,172G,N1120F,Piston,1,44.900691,-93.325109,2025-06-10,17:06:16,2025,6,10,KMSP
B206,Bell,206B,N112LP,Turboshaft,1,39.514798,-104.882522,2025-06-10,19:12:58,2025,6,10,KAPA
M20P,Mooney,M20R,N118MA,Piston,1,40.62018,-73.274472,2025-06-10,20:18:51,2025,6,10,KFRG
GLSP,Elshire Martin L,GLASTAR,N107ME,Piston,1,36.109076,-115.085561,2025-06-10,22:33:51,2025,6,10,KLAS
CB1,Marino M/Ettestad S,HATZ BANTAM,N101HB,Piston,1,29.857477,-95.438002,2025-06-11,06:03:35,2025,6,11,KIAH
GLAS,Packett Robert E,GLASAIR 1 TD,N112BP,Piston,1,44.853612,-93.116009,2025-06-11,07:18:50,2025,6,11,KMSP
C17,North Wing,APACHE,N115DE,Rocket,1,36.036309,-115.124227,2025-06-11,08:05:46,2025,6,11,KLAS
G280,Iai Ltd,GULFSTREAM G280,N101XT,Turbofan,2,25.872434,-80.290796,2025-06-11,08:46:57,2025,6,11,KMIA
C182,Cessna,182T,N1224P,Piston,1,37.721639,-122.351529,2025-06-11,12:12:57,2025,6,11,KSFO
SR22,Cirrus Design Corp,SR22T,N118MX,Piston,1,40.706663,-74.146738,2025-06-11,17:59:06,2025,6,11,KEWR
E45X,Embraer,EMB-145XR,N11127,Turbofan,2,28.397108,-81.304199,2025-06-12,06:05:28,2025,6,12,KMCO
C150,Cessna,150L,N1200G,Piston,1,33.903333,-84.330061,2025-06-12,09:22:17,2025,6,12,KPDK
M20P,Mooney,M20R,N1016B,Piston,1,40.808661,-111.893729,2025-06-12,11:55:08,2025,6,12,KSLC
C340,Cessna,340A,N111RB,Piston,2,39.717617,-104.85147,2025-06-12,13:48:52,2025,6,12,KAPA
GLAS,Torreano Paul J,GLASAIR SPORTSMAN,N11316,Piston,1,42.284705,-70.961852,2025-06-12,14:38:04,2025,6,12,KBOS
C150,Cessna,150L,N10941,Piston,1,30.099344,-95.267096,2025-06-12,18:02:28,2025,6,12,KIAH
M20P,Mooney Aircraft Corp.,M20K,N1143W,Piston,1,36.0146,-115.121781,2025-06-12,18:31:28,2025,6,12,KLAS
SPOR,Patrick W Reilly,ACRO SPORT II,N1010T,2-Cycle,1,40.776615,-73.480619,2025-06-12,20:16:50,2025,6,12,KFRG
F9F,T J Olaughlin,OLAUGHLIN PANTHER,N102TJ,Piston,1,44.872714,-93.096679,2025-06-13,11:01:23,2025,6,13,KMSP
B763,Boeing,767-36N,N1013A,Turbofan,2,25.703547,-80.397802,2025-06-13,16:37:23,2025,6,13,KMIA
B190,Beech,1900C,N100VG,Turboprop,2,37.70911,-122.441054,2025-06-13,18:15:19,2025,6,13,KSFO
C525,Cessna,525A,N109AP,Turbofan,2,42.192967,-83.342272,2025-06-13,18:25:25,2025,6,13,KDTW
EA50,Eclipse Aviation Corp,EA500,N114EA,Turbofan,2,42.288258,-71.088996,2025-06-13,22:37:34,2025,6,13,KBOS
A320,Airbus Industrie,A320-214,N109UW,Turbofan,2,47.494674,-122.451245,2025-06-14,08:19:23,2025,6,14,KSEA
C150,Cessna,150L,N10846,Piston,1,32.768181,-96.968371,2025-06-14,09:51:44,2025,6,14,KDFW
HA4T,Hawker Beechcraft Corp,4000,N1119K,Turbofan,2,33.82042,-84.416404,2025-06-14,10:22:41,2025,6,14,KPDK
M20P,Mooney,M20J,N121AS,Piston,1,32.687081,-117.184365,2025-06-14,11:11:25,2025,6,14,KSAN
SR20,Cirrus Design Corp,SR20,N1218P,Piston,1,36.18007,-115.201884,2025-06-14,17:00:54,2025,6,14,KLAS
CL30,Harris Brock E,CHALLENGER II,N119HB,Rocket,1,42.142004,-83.440974,2025-06-14,17:02:43,2025,6,14,KDTW
C210,Cessna,T210L,N1173Q,Piston,1,33.578012,-84.3864,2025-06-14,18:48:57,2025,6,14,KATL
C182,Cessna,182J,N106RG,Piston,1,36.219161,-115.283914,2025-06-15,07:15:25,2025,6,15,KLAS
LJ60,Learjet Inc,60,N113DJ,Turbofan,2,42.107024,-87.815494,2025-06-15,08:31:24,2025,6,15,KORD
C185,Cessna,A185E,N1185,Piston,1,42.294748,-83.3216,2025-06-15,11:48:26,2025,6,15,KDTW
C150,Cessna,150L,N10146,Piston,1,28.410378,-81.337763,2025-06-15,11:49:01,2025,6,15,KMCO
C182,Cessna,182T,N1176R,Piston,1,34.086023,-118.388699,2025-06-15,13:24:30,2025,6,15,KVNY
RV10,Rainey Norman W,RV-10,N104N,Piston,1,32.917853,-97.163841,2025-06-15,15:32:24,2025,6,15,KDFW
C310,Cessna,310H,N1106Q,Piston,2,33.680643,-111.980164,2025-06-15,15:52:51,2025,6,15,KSDL
AC6L,Aero Commander,685,N1021,Piston,2,32.784456,-96.976509,2025-06-15,18:33:59,2025,6,15,KDFW
C17,Kolb/Covert F,MK III,N102FC,Rocket,1,32.797415,-97.044449,2025-06-16,06:16:35,2025,6,16,KDFW
MX80,Jindra Gary M,SAVANNAH S,N121PJ,2-Cycle,1,33.968318,-118.480127,2025-06-16,10:29:09,2025,6,16,KLAX
BE36,Beech,B36TC,N1086W,Piston,1,32.815821,-117.30975,2025-06-16,16:01:28,2025,6,16,KSAN
C182,Cessna,182H,N11BT,Piston,1,39.993757,-104.729718,2025-06-16,19:47:40,2025,6,16,KDEN
C2,Aeronca,C-2,N1020,Piston,1,33.948217,-118.505757,2025-06-17,07:12:45,2025,6,17,KLAX
BE10,Giroux Guy,AIR CAM,N1029G,Piston,2,28.524899,-81.167089,2025-06-17,07:45:32,2025,6,17,KMCO
C340,Cessna,340A,N11JA,Piston,2,40.947039,-74.147079,2025-06-17,11:31:04,2025,6,17,KTEB
C172,Cessna,172S,N1036M,Piston,1,25.66765,-80.191656,2025-06-17,12:21:43,2025,6,17,KMIA
B206,Bell,206-L4,N10XV,Turboshaft,1,40.507354,-73.79407,2025-06-17,16:47:32,2025,6,17,KJFK
K100,Quest Aircraft Company Llc,KODIAK 100,N120KQ,Turboprop,1,42.145852,-83.487569,2025-06-18,07:16:46,2025,6,18,KDTW
C175,Cessna,175,N103DL,Piston,1,42.37166,-71.02803,2025-06-18,20:18:59,2025,6,18,KBOS
RV6,Wonder Michael S,RV-6,N112SX,Piston,1,39.904061,-104.62815,2025-06-18,20:44:38,2025,6,18,KDEN
RV8,Zimmerman Bruce M,RV-8,N103PS,Piston,1,42.410898,-71.064193,2025-06-18,21:16:58,2025,6,18,KBOS
SR22,Cirrus Design Corp,SR22T,N111MH,Piston,1,28.384032,-81.307094,2025-06-19,06:23:07,2025,6,19,KMCO
CL30,Eden Jeannie,CHALLENGER II,N10260,Piston,1,39.651257,-104.82761,2025-06-19,08:29:46,2025,6,19,KAPA
AE45,Sustainable Skylines,AERO SKY,N1100M,Electric,5,32.901643,-96.801666,2025-06-19,09:55:32,2025,6,19,KADS
C182,Cessna,182D,N113CM,Piston,1,40.864154,-74.049729,2025-06-19,14:10:59,2025,6,19,KTEB
S22T,Cirrus Design Corp,SR22,N103FD,Piston,1,35.966197,-115.143368,2025-06-19,16:06:29,2025,6,19,KLAS
C150,Cessna,150L,N10880,Piston,1,40.798954,-111.840277,2025-06-19,17:08:33,2025,6,19,KSLC
GLF6,Gulfstream Aerospace Corp,GVI (G650ER),N100A,Turbofan,2,40.85795,-112.114945,2025-06-19,22:06:17,2025,6,19,KSLC
SONX,Risjan Randy D,SONEX,N102TY,Piston,1,30.039589,-95.328442,2025-06-19,22:41:11,2025,6,19,KIAH
SA30,Hayden,STARDUSTER II,N10JH,Piston,1,34.115732,-118.581789,2025-06-20,08:49:33,2025,6,20,KVNY
B190,Beech,1900C,N111AX,Turboprop,2,25.854657,-80.159451,2025-06-21,08:31:01,2025,6,21,KMIA
BE55,Beech,95-A55,N11VK,Piston,2,33.933967,-84.301421,2025-06-21,11:46:15,2025,6,21,KPDK
PA28,Piper,PA-28-161,N1118Q,Piston,1,41.934696,-87.932805,2025-06-21,15:16:14,2025,6,21,KORD
S22T,Cirrus Design Corp,SR22,N113GS,Piston,1,40.554572,-73.855339,2025-06-21,17:40:03,2025,6,21,KJFK
C172,Cessna,172S,N119PW,Piston,1,40.61237,-74.294875,2025-06-21,17:55:15,2025,6,21,KEWR
RV10,Staley Jr William J,VANS RV-10,N1105,Piston,1,37.753238,-122.471986,2025-06-21,20:44:15,2025,6,21,KSFO
AC68,Robert L Perkins,JA30 SUPER STOL,N118BP,Piston,1,44.831639,-93.249111,2025-06-21,21:08:31,2025,6,21,KMSP
C182,Cessna,182Q,N10948,Piston,1,40.789018,-73.640057,2025-06-22,13:19:57,2025,6,22,KJFK
PA28,Piper Aircraft Inc,PA-28-161,N1047M,Piston,1,47.37764,-122.295729,2025-06-22,15:12:46,2025,6,22,KSEA
SREY,Jeffrey W Sauers Sr,SEAREY LSX 914,N117SJ,Piston,1,40.871817,-112.10489,2025-06-22,17:26:54,2025,6,22,KSLC
G280,Iai Ltd,GULFSTREAM G280,N116NC,Turbofan,2,42.041611,-87.798543,2025-06-22,22:55:01,2025,6,22,KORD
C182,Cessna,182Q,N101KT,Piston,1,42.119873,-87.863388,2025-06-23,19:59:54,2025,6,23,KORD
PA18,Piper,PA-18-135,N111DB,Piston,1,42.472662,-70.952096,2025-06-23,21:16:42,2025,6,23,KBOS
B190,Beech,1900D,N117EM,Turboprop,2,40.755605,-73.775048,2025-06-23,22:12:53,2025,6,23,KJFK
PA18,Piper,PA-18A 150,N102VW,Piston,1,40.571044,-74.102843,2025-06-24,06:53:24,2025,6,24,KEWR
C182,Cessna,182F,N112VB,Piston,1,40.642718,-111.989413,2025-06-24,11:52:46,2025,6,24,KSLC
SR22,Cirrus Design Corp,SR22T,N1206D,Piston,1,29.865441,-95.443965,2025-06-24,13:42:52,2025,6,24,KIAH
C210,Cessna,P210N,N104WD,Piston,1,40.934629,-74.194253,2025-06-24,14:02:46,2025,6,24,KTEB
PA18,Piper,PA-18-135,N1198,Piston,1,39.929029,-104.82196,2025-06-24,16:26:09,2025,6,24,KDEN
GLF4,Gulfstream Aerospace,GIV-X (G450),N10566,Turbofan,2,44.749427,-93.34663,2025-06-24,16:58:33,2025,6,24,KMSP
S22T,Cirrus Design Corp,SR22,N113KK,Piston,1,39.974311,-104.70018,2025-06-24,18:58:55,2025,6,24,KDEN
C140,Cessna,140A,N1116D,Piston,1,40.660325,-74.175843,2025-06-25,07:37:04,2025,6,25,KEWR
SR20,Cirrus Design Corp,SR20,N111RT,Piston,1,42.24936,-87.947332,2025-06-25,07:52:33,2025,6,25,KPWK
C172,Cessna,172K,N1222L,2-Cycle,1,33.008297,-96.93649,2025-06-25,10:13:14,2025,6,25,KDFW
F156,Ghiles Philippe/American G A,LAFAYETTE STORCH SS,N1058C,Piston,1,33.949531,-118.418594,2025-06-25,16:10:47,2025,6,25,KLAX
BE10,Steve Schultz,ION 100,N105D,2-Cycle,1,32.89913,-96.914215,2025-06-25,21:52:34,2025,6,25,KDFW
C150,Cessna,150L,N10403,Piston,1,44.873276,-93.091566,2025-06-25,22:12:25,2025,6,25,KMSP
M20P,Mooney,M20R,N1017C,Piston,1,33.294135,-112.070405,2025-06-25,22:17:45,2025,6,25,KPHX
PA32,Piper,PA-32-301T,N100WD,Piston,1,36.119007,-115.224237,2025-06-26,06:42:54,2025,6,26,KLAS
S22T,Cirrus Design Corp,SR22,N116KW,Piston,1,25.869849,-80.328713,2025-06-26,10:57:01,2025,6,26,KMIA
JSX,Stephen W Dee,SUBSONEX,N114FG,Turboprop,1,25.964141,-80.065223,2025-06-26,13:21:12,2025,6,26,KFLL
BE33,Beech,35-B33,N103WW,Piston,1,47.415033,-122.428446,2025-06-26,14:52:44,2025,6,26,KSEA
PA32,Piper,PA-32RT-300,N101NM,Piston,1,33.555886,-111.999272,2025-06-26,17:33:25,2025,6,26,KPHX
RV4,Olds Robert R,VAN'S RV-4,N1191X,Piston,1,43.927209,-88.43033,2025-06-26,17:37:24,2025,6,26,KOSH
M20P,Mooney,M20R,N1009M,Piston,1,32.603743,-117.161637,2025-06-26,20:08:56,2025,6,26,KSAN
BE35,Beech,M35,N118N,Piston,1,40.724333,-74.09657,2025-06-26,20:44:54,2025,6,26,KTEB
C172,Cessna,172R,N116KS,Piston,1,33.822112,-118.353345,2025-06-27,14:25:40,2025,6,27,KLAX
ALO3,S N I A S,SE 3130 ALOUETTE II,N114LA,Turboshaft,1,33.453848,-112.058062,2025-06-27,15:27:13,2025,6,27,KPHX
PA18,Piper,PA-18A,N1144A,Piston,1,34.076049,-118.36158,2025-06-27,20:35:35,2025,6,27,KVNY
